id_comment,comment,author,like_count,time,video_id
UgwByGVfceBSYCPDVvl4AaABAg,Hati2 dan waspada. Pastikan dana dapat memberi manfaat kpd semua rakyat jelata. Nanti habisnya tidak bersisa kekantung aparat dan pejabat. Jangan mudah diperdaya.😢😢,@Rightway3456,33,2025-10-12,585-A9uh6Qc
Ugz3mRi0k5xLs4MX8bl4AaABAg,"Jujur gw sebel banget sama bank BSI dia punya program kredit KPR dengan penuh harapan gw datengin ternyata cuma buat PNS, Aparat, sama Pegawe BUMN. Karena gw pegawe swasta jadi ga bisa ambil program kpr itu. Pantes aja mereka diguyur 200T bingung mau kemana target mereka cuma PNS doang.",@masdwiganteng,7,2025-10-13,585-A9uh6Qc
Ugzo4Iko8S7kBFJP-7t4AaABAg,"Efek mulai terasa, dagang semakin rame, daya beli meningkat, ekonomj tumbuh",@adewijaya5244,22,2025-10-12,585-A9uh6Qc
Ugxq0QLnOtIWDIFY1xR4AaABAg,"Sudah lama usaha mandek, semoga dengan mentri yang baru bisa membawa angin segar iklim usaha indonesia",@MrGrey-cm2vf,2,2025-10-14,585-A9uh6Qc
UgwRFKybYiJK1ArKmuR4AaABAg,"Bayankan guyz, 200 triliun bisa jadi gini. Gimana kalau 1 quadriliun kasus Pertamina itu disita, dan kasus korupsi lainnya.",@furqonmauladani1544,11,2025-10-12,585-A9uh6Qc
UgxdamfgLoDzVgHh8Rl4AaABAg,Kalau dari video yang udah-udah 5k likes aja paling dalam 24 jam 👀,@roe_goodknight,20,2025-10-12,585-A9uh6Qc
UgzXTvqGD_Xumg-3Bvp4AaABAg,semoga usaha kecil dan daya beli meningkat. yaa,@echonur7829,2,2025-10-12,585-A9uh6Qc
UgwMXbfJho5KAPtbKM94AaABAg,pas bagian iklan bawaan channel gua mau next. Tapi gua tonton pas tayang perdana jadi gak bisa di next. Bahaya memang saham gorengan itu bang apalagi judi. Tapi sekarang penggoreng saham ini bakal dikejar sama menkeu.,@AanArdiansyah-e9q,7,2025-10-12,585-A9uh6Qc
UgzdGewoFJXWotK9Mwp4AaABAg,"Sayang banget, viewer channel ini dipenuhi org2 asal bicara..Padahal sebelum channel ini terkenal, viewer dipenuhi oleh org2 teredukasi dgn baik..",@oppoajjawowo,9,2025-10-12,585-A9uh6Qc
UgxfPT-on2E1OgQWn-x4AaABAg,"Mantap pak Purbaya, harusnya diperbanyak orang2 seperti ini di pemerintahan bahkan di dpr. Salut buat pak Purbaya, coba bikin lagu buat pak Purbaya....heeheee😅",@ninoaimusic,1,2025-10-13,585-A9uh6Qc
UgzZzIwUun9lKnZ2iWR4AaABAg,"Setelah kuikutin berita tntg sepak terjang PURBAYA ni, mereka2 yg keberatan atau merasa terusik krn kebijakan Purbaya BERARTI ITU ORG2 YG MERASA TERUSIK KENYAMANANNYA SELAMA BERTAHUN TAHUN INI YY SUDAH TERLALU ENAK DUDUK DIKURSI ZONA NYAMAN. DAN purbaya ni mulai THN 98 sdh ikut terjun lgsg menumbuhkan kebaikan nilai rupiah yg sempat menurun.",@JuanAlhudriAlhudri,4,2025-10-12,585-A9uh6Qc
UgxcebDLXCGAQB3wV4l4AaABAg,Bagus banget nih penjelasan Bennix. Jelas dan teknikal,@alphagate9044,1,2025-10-13,585-A9uh6Qc
UgwQs9ebD8vYrT-4LWF4AaABAg,Alhamdulillah  Semoga juga harga singkong segera stabil dengan potongan rendah stop impor tapioka,@ZM777,5,2025-10-12,585-A9uh6Qc
UgzFxqb9Noqp3dM5DW94AaABAg,Pak Prabowo  buka lapangan pekerjaan  seluas2nya  pasti Ekonomi rakyat akan terdongkrak  ( UMKM) akan hidup  Bahlil copot  segera,@HenkyheratmoHeratno,20,2025-10-12,585-A9uh6Qc
Ugy9jk2M8gGX5vCrtXd4AaABAg,"Bagus informasinya, semangat dan semoga amanah sesalu untuk Pak Purbaya 👍",@FatimahKhalisaAzzahra,0,2025-10-13,585-A9uh6Qc
UgyyqEZxun1EQwSEgap4AaABAg,Bismillah la ya,@SeseSese-c1c,5,2025-10-12,585-A9uh6Qc
UgwyrNaA9N2HI1ss1t54AaABAg,Masih lemahnya daya beli masyarakat sekarang adalah cermin dari belum maksimalnya dana 200 t.yang diserap oleh Sektor Swasta. Artinya masih banyak mengendap di Perbankan.,@alisyaqothrunnada3266,4,2025-10-12,585-A9uh6Qc
UgxwS0qXa9W7tL_jgVV4AaABAg,"Doakan bangsa ini kedepan menjadi lebih baik, Krn kebijakan yang mengangkat ekonomi kerakyatan. Doaku untukmu pak Purbaya Yudhi Sadewa, hidup Indonesia 🇮🇩⭐",@rahardjo3,0,2025-10-12,585-A9uh6Qc
UgxOWO8B0b3Z-QxWHyJ4AaABAg,"Bang Bennix,.. bahas pandangan Prof. Latuhihin thd kebijakan pak Menkeu",@aribabaTriCahyadi,3,2025-10-12,585-A9uh6Qc
UgwihEFmrXr8B6gdmcZ4AaABAg,Bravo pak Mentri Purbaya  kami rakyat  mendukung gebrakan bapak  joooossss,@HenkyheratmoHeratno,0,2025-10-12,585-A9uh6Qc
UgzlBzAWl_Xv-IPleeN4AaABAg,@Bennix pak jangan bahas BRI mulu tolong bahas BMRI juga dong atau bank lainnya,@RealYaharoo,6,2025-10-12,585-A9uh6Qc
UgzKzN8NtnYr9j5c1hd4AaABAg,Textil harus jalan rakyat nga ngangur baru ekonomi rakyat jalan🙏,@Rohanda-x9v,5,2025-10-12,585-A9uh6Qc
UgyVIEXAYJ3QNu6MRz54AaABAg,yang jelaspenting banget  kemampuan bayar masyarakat baik/tinggi.  Pastikan pendapatan masyarakat terjamin,@iisolihah9182,0,2025-10-12,585-A9uh6Qc
UgxfKs_FdmzcQ6qLyMB4AaABAg,"Kalau menurutku penyerapannya tidak akan banyak. Mengapa?!  Karena penyerapan stimulus itu sudah banyak waktu jaman covid. Sudah banyak debitur yang ambil kredit. Dan beban utang mereka akan 2 kali lipat jika mereka ambil lagi kredit lagi. So, debitur akan berfikir 2x untuk menambah utang bank. Adapun debitur baru yang mau membuka usaha juga tidak akan banyak, karena kondisi ekonomi yg tidak pasti membuat mereka ragu-ragu dan khawatir mengembangkan usaha mereka. Salah satu penyebabnya adalah pemangkasan transfer kedaerah secara ekstrim. Ini membuat banyak daerah diindonesia tidak siap menghadapi kondisi untuk menggerakkan ekonomi. Jadi, klo dibilang bank akan untung 200%. Itu terlalu naif",@setiawansinaga-f4b,5,2025-10-12,585-A9uh6Qc
Ugx5ktlzeY_--t4h5B14AaABAg,Mantap bung ben gasken,@arizalburhanudin4205,2,2025-10-12,585-A9uh6Qc
UgwlIPTqHuqaPLjG36t4AaABAg,"Nonton aja aaaahhh....no comment, free speech free act...",@buaya777,0,2025-10-13,585-A9uh6Qc
Ugx6gmq6WN5Pu6asFvJ4AaABAg,"200T- deposit on call Himbara- langsung ke sektor riil produktif. Bank nggak perlu takut: jaminan pendampingan pemerintah & bank. Produksi, distribusi, konsumsi lancar—UMKM naik, ekonomi bergerak! semoga terwujud",@misterss929,1,2025-10-12,585-A9uh6Qc
UgzV3kf88wpjmTvjOB54AaABAg,Mantap,@Andy-d2f6n,2,2025-10-12,585-A9uh6Qc
UgxbvuotXAzOIwtnS414AaABAg,Bennix CERDAS...!!!,@rasat86,0,2025-10-15,585-A9uh6Qc
UgykGtC1u21sv9Jq3y94AaABAg,Gak mudah lho kucurin dana ke publik/perush nasional... sebaiknya Om Purbaya sedikit tahu ttg survey scr ilmiah mana yg akan di scalakan prioritaskan  scr jenis usaha/cor bisnisnya... dll ..klo tepat InsyaAlalh tingkat keberhasilan diatas angka pesimis +-60%,@bambangprasetia1229,15,2025-10-12,585-A9uh6Qc
UgztsrwPeta-M0uqXPV4AaABAg,yang diuntungkan ya pidato Purbaya sendiri untuk menyakinkan masyarakat saja.... tetap ekonomi lesu dan lapangan pekerjaan tidak ada.. sami mawon,@dihasramu7044,3,2025-10-12,585-A9uh6Qc
UgwAsOCWBCYwmWfzjaR4AaABAg,Mantab bang ....,@Fauzy-lz2ql,2,2025-10-12,585-A9uh6Qc
UgyKEj_ruOo8YUc7-q54AaABAg,Good job for Ser Purbaya,@LindaWati-po1gh,0,2025-10-12,585-A9uh6Qc
UgxwqgCUoFadj3Npwa14AaABAg,"@Bennix Menurut saya pribadi, emiten yg akan sangat diuntungkan : 1. BBTN (kredit perumahan) dana kecil tp leverage besar bisa sampai 34% growthnya 2. SMGR (10%) dan sejenisnya 3. Perusahaan BUMN anggaplah seperti WIKA dan sejenisnya 4. Astra multifinance (kredit kendaraan bermotor)  Sekian",@iceblue1006,6,2025-10-12,585-A9uh6Qc
UgyR_D6T-aDtisNzxjV4AaABAg,Seharusnya bank pemerintah atau BUMN memberikan bunga yang rendah dari bank bank swasta lainnya.pinjam bunga ringan khusus masyarakat yang menengah kebawah. Kalau perusahaan perusahaan baiknya bunganya beda. Uang dari rakyat dikelola balikan lagi KERAKYAT caranya berikan bunga kecil biar rakyat bisa mengelola kembali tuh uangnya,@sorotaninfo,2,2025-10-12,585-A9uh6Qc
Ugw5oaFbYAyovGePjH54AaABAg,"Ya ini akan mendorong bank"" akan lebih mudah dalam menciptakan produk"" bank yang lebih menarik bagi masyarakat dan investor...",@fahrizaltaufiqqurrachman7536,0,2025-10-12,585-A9uh6Qc
UgxBBQ1xlUsDzxTcAmR4AaABAg,Berkah 200T purbaya ini saya dapat KUR buat buka cabang toko 😂 padahal normalnya harusnya gak bisa sebab ada yang belum memenuhi syarat,@Baramada_channel,5,2025-10-12,585-A9uh6Qc
UgzLmev58v4skrOmss94AaABAg,Purbaya + Bennix = BEIN (Beres Ekonomi Indonesia),@kitychanel7067,1,2025-10-13,585-A9uh6Qc
UgxrH6p3Anwjga4amhR4AaABAg,Kata kata bijak dari Pak menku..  Positif boleh kasar..  Negatif.. No.. No.. No sikat Nice Pak menku.. 😂,@IvanTopany,0,2025-10-12,585-A9uh6Qc
Ugw3_I_8s-uKmhp3spF4AaABAg,"Ah mulai besuk mo pinjem ke bank ah ,bye ito ito !!😅",@Herupr2125,3,2025-10-12,585-A9uh6Qc
Ugwi8FtZk3Aa0E6BjF94AaABAg,"Bravo Purbaya tulus untuk NKRI rakyat siap kawal ❤, sekarang rakyat baru tahu kalau ada negara yang krisis rupanya bermain duit di Bank, semoga duit sampai ke desa biar ekonomi berputar rakyat sejahtera terimakasih atas informasinya supaya rakyat tahu siapa yang bersih siapa yang kotor.",@Armageddon-b4w,0,2025-10-28,585-A9uh6Qc
Ugy4iYTYq3wNm-SN2xN4AaABAg,"Arahnya.. saya dapat. Ini BRI bukan tempat benix invest, jd dia kasih arahan ke tempat Bank dia invest seperti di Akhir video 😅😅. Pinter lu bang, promosi tanpa kelihatan...",@ahmad23364,1,2025-10-13,585-A9uh6Qc
UgyVkGylSZ8Nw62u_NF4AaABAg,"Kami sebagai rakyat kelas bawah saja bisa berfikir, kakau ekonomi masyarakat bawah jalan, bisa dipastikan ekonomi nasional meningkat, daya beli meningkat",@febricancel3220,0,2025-10-12,585-A9uh6Qc
UgwpoIIxjuzRtcQrwbF4AaABAg,"Ketika saham tumbuh lebih cepat dari perusahaan, investor selalu menjadi pihak yang dirugikan -Benjamin Graham",@ferryfelixius4182,0,2025-10-12,585-A9uh6Qc
Ugyo7Zh2IFIIFiWQVcd4AaABAg,Yoookk otw sejuta subs bang ben,@BuanaPrasetya,1,2025-10-12,585-A9uh6Qc
Ugy2Ju-m9X8c6t5Bnpx4AaABAg,Ngeribanget..,@WaliMajeduk,1,2025-10-12,585-A9uh6Qc
Ugy3fK01fdjPGs-ok_R4AaABAg,Bang Bennix menilai dari sisi fundamental perusahaan yaitu keuangan.,@mamanpd5341,1,2025-10-12,585-A9uh6Qc
UgxfVo8YSZjIcjLj4f14AaABAg,Tq... Ilmunya om Ben 👍🙏🏼,@yusdmnk,0,2025-10-12,585-A9uh6Qc
Ugwk0Obg5a-jkoIQpEN4AaABAg,Saya dukung bahas emitennya di youtube publik bang ben ❤,@taufiq81,1,2025-10-12,585-A9uh6Qc
UgztQLm87sAvLbsxRcR4AaABAg,Thanks om Ben,@YusAdii-k9o,0,2025-10-13,585-A9uh6Qc
UgxetfV5M__gZnD8DWR4AaABAg,Selalu hadir nyimak full Om bennix.,@fuzimay611,5,2025-10-12,585-A9uh6Qc
Ugx1TIdCnAiXqxgovXR4AaABAg,"Biar dikit bertanggung jawab tolong pantau harga sembako jg ya, Thanks",@Natan-gw8bg,1,2025-10-14,585-A9uh6Qc
Ugz1yMMELLChwFanVfh4AaABAg,Lesgo pak ben,@20mikaellukasagnusdeianggo53,0,2025-10-12,585-A9uh6Qc
UgwXr8hF-GV5zDm1-qB4AaABAg,"yang paling cuan adalah jualan kelas finance, padahal di finance tidak ada ilmu yang pasti yg bisa dijadikan di finance cuma PENGALAMAN wkwkwk",@FapFapJawa,0,2025-10-13,585-A9uh6Qc
Ugxqq-9VWGmoDElEgpt4AaABAg,"dalam pidato beliau pak purbaya kan dari Himbara ada yg tanya kalo buat sektor otomotif dll. lalu pak purbaya jawab bebas asal Jan beli dolar... dari situ sy jadi tahu kalo di masa sebelum mereka sangat terbatas dan punya seperti  ketakutan tersendiri ketika menggunakan uang negara, bahkan lebih enjoy minta ganti rugi ketimbang mencoba melangkah... pak purbaya ini bisa ngasih jalan yang terang pada Dirut tanpa ada batasan... padahal beliau cuma bikin stetmen ""asal Jan buat beli dolar"" mantap...",@pokokeuyee_9900,0,2025-10-13,585-A9uh6Qc
Ugw9qNiWrw7k3gItnhh4AaABAg,Mantab bang ben info nya,@rismanoviana9846,0,2025-10-12,585-A9uh6Qc
Ugwf0Bqcg4y8N6MJDh14AaABAg,Pngn bljr saham om benix..kren bnget sih meurut saya..saya penggemar setia yutube om benix..cuma blum ada modal aj buat naro saham di om benix..keren sih sngt tertaik bngt..cuma blum ada rejeki om..siapa tau suatu sat ada rejeki buat naro saham fi benix grup..slm seht semoga om ben tmbh sukser trus..Amiin 🤲🤲🤲🤲,@MantriMan-j5q,0,2025-10-12,585-A9uh6Qc
UgygU8pmlMbKgGq2QeZ4AaABAg,Penjelasan nya sangat jelas jalas jelas 👍💪,@alvinlaura20390,0,2025-10-17,585-A9uh6Qc
UgyqGGutmDOlwOw8b6p4AaABAg,Ingat guys! Menjelang akhir tahun banyak tukang pompom saham. Karena bandar yang udh nampung banyak kemarin mau buang sebelum mau closing.,@Suci_is_holy,0,2025-10-13,585-A9uh6Qc
UgysCmHAwfeX682H1mJ4AaABAg,Keren pak Purbaya,@HairilRahmad-o7g,0,2025-10-13,585-A9uh6Qc
UgxIfeBhurZIPNB1n6d4AaABAg,Mungkin banyak es cendol yg pesimis PD uang 200 triliun takut mereka TDK bisa korupsi lagi rasain tikus tikus yg makan uang negara semangat terus pak Purbaya kami selalu mendoakan mu agar programnya tetap lancar dan sukses mantap,@ralah1632,0,2025-10-13,585-A9uh6Qc
Ugxr7ExUyBHWnByG7K14AaABAg,"Makasih banyak bang, ini ilmu penting banget buat saya. Saya biasa bayar eh dimari gratis, kayaknya saya mau ikut kelas abang nextnya",@bahasapaaja2872,0,2025-10-13,585-A9uh6Qc
Ugx08rilEOgAb-qvXHZ4AaABAg,Salah satunya profesor indonesia yg kerja di belanda yg protes lupa namanya muncul di ILC kemaren kemaren,@Orfevre69,0,2025-10-13,585-A9uh6Qc
UgyB_QGm1a-DffsJDhx4AaABAg,Pacak uge ika bejuget Ben ...jadilaaaa hahaha,@HakimiSaja,0,2025-10-12,585-A9uh6Qc
Ugw8BRiqHB9dvN3M1Kd4AaABAg,katakan M0 dan M1 itu melebihi agregat demand barang dan jasa mk akan terjadi inflasi nambah laju... bgmn menyeimbangkan nya spy sehat?  jgn lantas kita tidak selektif thdp import ...tanya tuh Om Purbaya...dong???,@bambangprasetia1229,0,2025-10-12,585-A9uh6Qc
Ugx5xjUe-zGKbC-Lu794AaABAg,Keren !! ❤❤👍👍,@marifin-zt1dq,0,2025-10-13,585-A9uh6Qc
UgzVjVIwMN9rwjgm2ox4AaABAg,Duit yg diterima dari Pak Purbaya paling dipake buat lunasin utang utangnya Anaknya BRI. Yang akan parah terdampak adalah BCA karena banyak di anak anak perusahaannya BRI yg punya utang di BCA.,@aryowicaksonojati944,3,2025-10-12,585-A9uh6Qc
UgxTCrt29VAB2NiJU8N4AaABAg,Pencairan dana tersebut lebih baik direkomendasikan desa untuk pencairan dari pada bank yg ribet...dan pertanggungjawaban dari desa,@febrinaldi2648,0,2025-10-12,585-A9uh6Qc
UgxpNL7DhGt-PwOOq8N4AaABAg,"Kompresor skrg sdh tidak ada gengsinya.. krn kompresor jurnal nulis2 buletin. Terkadang joki nulis sering ditemui. Beda dg profesor jaman dl krn menciptakan teori atau paten tertentu bs jadi kompreseor tidak mesti s3. Dahulu byk Prof.Ir. xxxx, skrg gelar seabrek value zero😅",@QSuNak,1,2025-10-12,585-A9uh6Qc
Ugy3rmFVkSfTBQAVHtR4AaABAg,"Bung bennix, gak bermaksud apapun. Mungkin ini adalah edukasi.. terimakasih.  Tapi dalam narasi nya kecenderungan memojokan bank tertentu.  Sy adalah salah satu bagian dari Bank tertentu tersebut.  Untuk indonesia raya ini, sampai ke pelosok bung bennix mungkin belum tau.  Sy sendiri bekerja di salah satu daerah yg cukup terpencil dan bagaimana kami bekerja keras untuk menjangkau layanan di daerah2 terpencil.  Kami mendukung program pemerintah kepada masyarakat yang sampai daerah2 terpencil. Dan sy sendiri adalah pelaku langsung.  Kami turun ke lapangan, sosialisasi edukasi. Hujan panas kami lalui.. itu demi Indonesia raya.  Mungkin bung Benix sape kiamat pun gak bakalan #^$*#(#*^@.  Jujur sy sedih sekali mendengarkannya.. Bolehlah bung bennix terus mengedukasi masyarakat itu bagus sekali.  Sy juga akan terus mengabdikan diri unk Indonesia. Tenan2 yg lain juga pasti dgn caranya juga pasti melakukan yang sama.  Semangat ya bung bennix. Tuhan memberkati 😊🙏",@PenArt-rn1bv,7,2025-10-12,585-A9uh6Qc
UgwbcYEpkqvYOYDEno54AaABAg,Bener bener tega koruptor itu apa dia gak mikir melihat banyak orang kesusahan sedang berjuang melawan kemiskinan. Hidup Pak prabowo dan pak purbaya... 🤲,@yossyherma1000,0,2025-10-13,585-A9uh6Qc
UgwkxfOXKmJX71sM5054AaABAg,Pak Purbaya kan sdh menjelaskan bhw penempatan uang pemerintah sebesar 200T di bank² Himbara adalah untuk menambah likuiditas uang di masyarakat karena uang itu akan disalurkan ke masyarakat sbg kredit usaha dan sebagian mungkin kredit konsumsi. Jadi tujuannya bukan untuk menaikkan harga saham bank² Himbara. Group saham yg mempompom bhw saham bank² Himbara akan naik 200% akibat penempatan uang pemerintah sebesar 200T dalam jangka pendek memang keliru.,@semuapenuh,0,2025-10-12,585-A9uh6Qc
UgwsHzOVXogfxePhlnl4AaABAg,Thx info dan ilmunya Bro,@user-zb7jm3rq9k,0,2025-10-14,585-A9uh6Qc
UgxbaNvG5uUFtsbK_GN4AaABAg,"Waduhhh ada benernya juga ..saham apa dink om Benn yang diuntungkan ?? Telekomunikasi dan industri  hilirisasi serta perbankan khan, tapi spesifiknya apa ? Mau ikutan BIG belum mampu nihhh, pengin banget om Benn",@Inotsand,1,2025-10-12,585-A9uh6Qc
UgzJ7ii8ypyOPcCRMWF4AaABAg,Kami macet kridit mintak tambahan modal untuk hidup kembali dlm hal dagang aja ribet,@AhsanulMubin-d4q,0,2025-10-12,585-A9uh6Qc
Ugwtoo-SWpXH2ErOViV4AaABAg,Saya mengikuti,@user-hu7vn6cy2u,0,2025-10-12,585-A9uh6Qc
UgzL6dksbChMpgmbbOR4AaABAg,konten kaya gini yg bikin subs lama jadi semangat lagi klo om ben bilang “ada emiten yg diuntungkan(+ nada cringg)”😂,@sayidfahlevy,0,2025-10-12,585-A9uh6Qc
UgxH1b7Q6sUCS4Wm7X14AaABAg,Hari ini pasar sangat sepi .... Karena dana Himbara di drop ke bank plecit dan bank pinjol pay later,@bangsopea,0,2025-10-12,585-A9uh6Qc
UgyK9uL7NJTrlmQGtux4AaABAg,Yg diuntungkan BSI.. soalnya ini bank separohnya rentenir. Gak bisa dilunasi lebih cepat kwcuali bayar sebunga2nya,@rosyidan,2,2025-10-12,585-A9uh6Qc
Ugwtn1vk4lprSkJOCqJ4AaABAg,"Akhirnya w kenal, membership buat apa aja hehe",@BraveTone,0,2025-10-12,585-A9uh6Qc
UgxzEq2nkWwSd_60Onp4AaABAg,"Faktanya begini bang Ben,sy pelaku kredit dibank buat ngembangin usaha.bank kasih bunga 12%.sedangkan margin dari usaha sy paling bagus rata2 10% ...mankanya.sekarang saya ga mau lagi pinjem dibank",@Rudi09-r1d,10,2025-10-12,585-A9uh6Qc
Ugw_yGfoNytJdFhkvxF4AaABAg,remember! sell on news !!!!!!!!!!!!!!!!!!!!!,@1Voice_of_Vision,0,2025-10-12,585-A9uh6Qc
Ugz7PLWacJi4TYQxTW14AaABAg,200t duit yang dicetak. Alangkah baik duit itu dibayar utang tapi tak mungkinlah digunakan duit cetakan untuk bayar hutang,@Dy4273,0,2025-10-12,585-A9uh6Qc
Ugx5TquWJSIFkaQyFXh4AaABAg,udah 50k like pak bennix,@we_r_nana119,0,2025-10-12,585-A9uh6Qc
UgxffhRk4YDb6A_NGYd4AaABAg,"Hati2 saham gorengan,kolestrol,jantung,pening kepala",@isharyadi4307,0,2025-10-12,585-A9uh6Qc
Ugymbhi6nNTJH7fVQXt4AaABAg,cerdas banget ni bang benix cocok  jadi Mentri,@JuntakJuntik,0,2025-10-12,585-A9uh6Qc
Ugxdig8_2X8x6cT75Zh4AaABAg,"GIAA yg diuntungin, jgn percaya omongan gw, always dyor",@se.verance,0,2025-10-14,585-A9uh6Qc
UgwALYTaJtVymCXK2kh4AaABAg,ihsg 8000 portofolio yang di pegang belum gerak masih merah aja....,@maspulhamidi8856,3,2025-10-12,585-A9uh6Qc
UgwwsEN6gnYmFvMjQpN4AaABAg,"Bagus, perlu dikasih tekanan. Enak aja gaji gede tapi gak mikir. Suruh mikir gitu. Top",@KenanganTirto,140,2025-09-17,lyBu3Ew3ZL4
UgzvnZNGXbhgVaF8w614AaABAg,"setuju , himbara harus punya andil besar dlm membangun ekonomi bangsa ❤",@hristostoi,24,2025-09-19,lyBu3Ew3ZL4
UgxYAvCK2QZOBEfcik14AaABAg,Pecat ganti yg pinter dan jujur tdk malas.,@taufikbahanan2028,72,2025-09-16,lyBu3Ew3ZL4
Ugzu0PahPsxNDXV8JJh4AaABAg,Betul itu tugas para Dirut yg gajinya luar biasa utk mikir gimana penyaluran buat nasabah yg benar2 butuh buat usaha & pembayaran tidak macet,@Wardana82,19,2025-09-19,lyBu3Ew3ZL4
Ugyp3hQeOzIoW4PVygp4AaABAg,Cara membersihkan lembaga adalah memberikan ketidakmampuan kepada pimpinannya,@Muhammad.A.Firdaus,31,2025-09-18,lyBu3Ew3ZL4
Ugwni9tEiuScL6nIbuV4AaABAg,semoga selalu ada info..info yang penting .... tentang pemerintahan  untuk  rakyat,@cokordamas,27,2025-09-18,lyBu3Ew3ZL4
Ugy4a0nO1cnEK0OCaOR4AaABAg,"Jangan cuma pengusaha besar yang jdi target kreditur. Yg terpenting UMKM, karena dari merekalah .ekonomi kita berputar. Banyak UMKM yang sulit mendapatkan pinjaman.",@tobohapar8784,6,2025-09-18,lyBu3Ew3ZL4
Ugy6M4UdFUB5tfDtlpx4AaABAg,Bubarkan BUMN YANG SELALU MERUGI 😢 rakyat sudah muak lihat MALING MALING BERDASI 😡,@cakra7699,6,2025-09-19,lyBu3Ew3ZL4
Ugz0HtiWfJlqHDyKC2t4AaABAg,Ayo pak pur..  Bongkar semua ke bobrokan uang di negri ini,@Sapi_ganteng07,5,2025-09-19,lyBu3Ew3ZL4
UgzbL_orttt_YTzlFNd4AaABAg,Dirut kalo disuruh salurkan dana utk kredit usaha pusing. Tp kalo utk dikorupsi cepet banget..,@teba3878,40,2025-09-16,lyBu3Ew3ZL4
